Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bgID	n_ovlp	tot_genes	n_bg_ovlp	tot_bg_genes	enrichment
cLEC-Ag-high-model 1	GO:0070001	aspartic-type peptidase activity	2/92	17/14272	0.005248950248857865	0.13309838131032445	0.12037066360162775	Ctsd/Psen2	2	Casp3/Casp7/Ctsd/H13/Psen1/Psen2/Bace1/Bace2/Ncstn/Nrip2/Sppl2a/Ddi2/Sppl2b/Sppl3/Nrip3/Pgc/Astl	2	92	17	14272	18.25063938618926
cLEC-Ag-high-model 1	GO:0035615	clathrin adaptor activity	2/92	20/14272	0.007241685820180045	0.14892447537372813	0.1346833654232382	Dab2/Ldlrap1	2	Ap1g1/Ap1g2/Ap1m1/Ap1m2/Ap1s1/Ap2a1/Ap2a2/Ap2m1/Dab2/Epn1/Snap91/Hip1r/Ston1/Ldlrap1/Ap1s2/Ston2/Arrb1/Hip1/Ap2s1/Ap1s3	2	92	20	14272	15.51304347826087
cLEC-Ag-high-model 1	GO:0005546	phosphatidylinositol-4,5-bisphosphate binding	3/92	62/14272	0.00745091016544936	0.14892447537372813	0.1346833654232382	Plcd1/Dab2/Ldlrap1	3	Avil/Alox15/Anxa2/Capg/Dab2/Asap1/Sh3pxd2a/Flii/Fzd7/Hcn1/Kcnj2/Commd1/Myo1b/Pfn1/Pfn2/Plcb1/Plcd1/Twf1/Scin/Snap91/Syt1/Syt3/Tulp1/Vil1/Vill/Twf2/Phlda3/Washc2/Hip1r/Ttpa/Sdcbp/Exoc7/Syt7/Gsdme/Chmp3/Gsdmd/Plekha4/Exoc1/Snx20/Amer1/Rab35/Krit1/Pard3/Ldlrap1/Snx21/Tirap/Snx18/Cgas/Adap2/Fcho2/Svil/Mark1/Mapkap1/Gsn/Sestd1/Sdcbp2/Osbpl2/Picalm/Mtss2/Myo1g/Apba1/Frmpd4	3	92	62	14272	7.506311360448807
cLEC-Ag-high-model 1	GO:0032794	GTPase activating protein binding	2/92	21/14272	0.007970605724227703	0.14892447537372813	0.1346833654232382	Tubb5/Plcd1	2	Akt1/Camk2a/Cdh1/Gnai1/Gnai3/Gnao1/Gnb5/Plcd1/Tubb5/Fmnl3/Pin1/Rgs14/Arl3/Fmnl1/Tsc1/Gapvd1/Nkiras1/Nkiras2/Mex3b/Arhgap35/Plxnb1	2	92	21	14272	14.77432712215321
cLEC-Ag-high-model 1	GO:0140312	cargo adaptor activity	2/92	21/14272	0.007970605724227703	0.14892447537372813	0.1346833654232382	Dab2/Ldlrap1	2	Ap1g1/Ap1g2/Ap1m1/Ap1m2/Ap1s1/Ap2a1/Ap2a2/Ap2m1/Dab2/Epn1/Snap91/Hip1r/Ston1/Ldlrap1/Ap4e1/Ap1s2/Ston2/Arrb1/Hip1/Ap2s1/Ap1s3	2	92	21	14272	14.77432712215321
cLEC-Ag-high-model 1	GO:0048156	tau protein binding	2/92	22/14272	0.008731138072784288	0.1549777007919211	0.14015774274732676	Clu/Sgk1	2	Apbb1/Apoe/Clu/Dyrk1a/Mark2/Fkbp4/Fyn/Hdac6/Hspa2/Hsp90ab1/Hsp90aa1/Smad2/Ppp2ca/Sgk1/Snca/Bin1/Aatf/Gsk3b/Ppp2r2a/Ttbk1/Bag2/Picalm	2	92	22	14272	14.102766798418973
cLEC-Ag-high-model 1	GO:0048018	receptor ligand activity	6/92	279/14272	0.009281119887598542	0.15689512190940394	0.14189180780539126	Tgfa/Gdf10/Gas6/App/Grn/Csf1	6	Adm/Agt/Gfer/Amh/Apoa1/App/Areg/Artn/Avp/Bdnf/Bmp1/Bmp2/Bmp4/Bmp6/Bmp7/Bmp8a/Gdf2/Btc/Calca/Cck/Mia/Cntf/Copa/Crlf1/Csf1/Csf2/Csf3/Ctf1/Ctsg/Dll1/Dpp4/Lefty1/Eda/Edn1/Efna5/Egf/Aimp1/Epha7/Fbn1/Fbn2/Fbrs/Fgf1/Fgf10/Fgf11/Fgf12/Fgf13/Fgf17/Fgf18/Fgf2/Fgf7/Fgf9/Vegfd/Ccn2/Flt3l/Gas6/Gdf10/Gdf11/Gdf9/Gdnf/Gh/Ghrh/Gnrh1/Gpi1/Grn/Cxcl1/Hcrt/Hdgf/Hbegf/Hgf/Hmgb1/Cxcl10/Ifng/Igf1/Igf2/Il10/Il11/Il12a/Il15/Il16/Il18/Il1b/Il1rn/Il2/Il6/Il7/Inha/Inhbb/Insl3/Jag1/Jag2/Lgals3/Lif/Lrpap1/Lta/Ltb/Mdk/Kitl/Mif/Cxcl9/Nbl1/Ngf/Ccn3/Nppb/Nppc/Nrtn/Ntf3/Ogn/Osm/Oxt/Pdgfa/Pdgfb/Penk/Pgf/Prl2c3/Ccl21a/Pomc/Ppy/Pspn/Pthlh/Ptn/Saa3/Scg2/Clec11a/Sct/Ccl11/Ccl12/Ccl2/Ccl20/Ccl22/Ccl25/Ccl27a/Ccl3/Ccl4/Ccl5/Ccl6/Ccl7/Ccl8/Ccl9/Cxcl15/Cxcl2/Cx3cl1/Cxcl12/Sfrp2/Sema3a/Sema3b/Sema3c/Sema3e/Sema3f/Sema4a/Sema4b/Sema4c/Sema4d/Sema5a/Sema5b/Sema6a/Sema6b/Sema6c/Sema7a/Zfp106/Slit2/Spp1/Stc1/Stc2/Tgfa/Tgfb1/Tgfb2/Tgfb3/Thbs4/Timp1/Tnf/Tnfsf11/Tnfsf12/Pglyrp1/Tnfsf8/Tnfsf9/Tnfsf10/Vegfa/Vegfb/Vegfc/Vip/Ccn5/Wnt10b/Wnt11/Wnt9b/Wnt2/Wnt4/Wnt5a/Wnt5b/Wnt7a/Wnt7b/Dand5/Gdf15/Grem1/Grem2/Ccl19/Tnfsf13b/Sema4g/Insl6/Hdgfl3/Apln/Angptl3/Ebi3/Tslp/Rabep1/Cd320/Dll4/Npff/Pdgfc/Cxcl13/Il17b/Fgf21/Clcf1/Pf4/Retn/Cxcl14/Crlf2/Ghrl/Nampt/Gmfb/Gmfg/Fgf23/Cxcl16/Nenf/C1qtnf12/Nts/C1qtnf4/Nmb/Cmtm3/Scgb3a1/Tnfsf13/Enho/Cmtm8/Metrn/Rabep2/Flrt3/Pdgfd/Osgin1/Manf/Cklf/Il34/Il33/Ntf5/Ecrg4/Il23a/Hamp/Tac4/Gpnmb/Wnt16/Hmgb2/Cmtm7/Cdc42ep2/Tafa5/Sema3d/Npy/Gpha2/Ucn2/Osgin2/Metrnl/Alkbh1/Nrg1/Sema6d/Efemp1/Wnt9a/Sema3g/Erfe/Cdnf/Cxcl17/Il17d/C1qtnf9/Retnlg/Spx/Tnfsf15/S100a7a/Fndc5/Flrt2/Prlh/Hspe1-rs1/Msmp/Nrg2	6	92	279	14272	3.336138382421692
cLEC-Ag-high-model 1	GO:0030546	signaling receptor activator activity	6/92	284/14272	0.010075363022708244	0.16257972150279212	0.1470328096615318	Tgfa/Gdf10/Gas6/App/Grn/Csf1	6	Adm/Agt/Gfer/Amh/Apoa1/App/Areg/Artn/Avp/Bdnf/Bmp1/Bmp2/Bmp4/Bmp6/Bmp7/Bmp8a/Gdf2/Btc/Calca/Cck/Cdk5/Mia/Cntf/Copa/Crlf1/Csf1/Csf2/Csf3/Ctf1/Ctsg/Dll1/Dpp4/Lefty1/Eda/Edn1/Efna5/Egf/Egfr/Aimp1/Epha7/Fbn1/Fbn2/Fbrs/Fgf1/Fgf10/Fgf11/Fgf12/Fgf13/Fgf17/Fgf18/Fgf2/Fgf7/Fgf9/Vegfd/Ccn2/Flt3l/Gas6/Gdf10/Gdf11/Gdf9/Gdnf/Gh/Ghrh/Gnrh1/Gpi1/Grn/Cxcl1/Hcrt/Hdgf/Hbegf/Hgf/Hmgb1/Cxcl10/Ifng/Igf1/Igf2/Il10/Il11/Il12a/Il15/Il16/Il18/Il1b/Il1rn/Il2/Il6/Il7/Inha/Inhbb/Insl3/Jag1/Jag2/Lgals3/Lif/Lrpap1/Lta/Ltb/Mdk/Kitl/Mif/Cxcl9/Nbl1/Ngf/Ccn3/Nppb/Nppc/Nrtn/Ntf3/Ogn/Osm/Oxt/Pdgfa/Pdgfb/Penk/Pgf/Prkce/Prl2c3/Ccl21a/Pomc/Ppy/Pspn/Pthlh/Ptn/Saa3/Scg2/Clec11a/Sct/Ccl11/Ccl12/Ccl2/Ccl20/Ccl22/Ccl25/Ccl27a/Ccl3/Ccl4/Ccl5/Ccl6/Ccl7/Ccl8/Ccl9/Cxcl15/Cxcl2/Cx3cl1/Cxcl12/Sfrp2/Sema3a/Sema3b/Sema3c/Sema3e/Sema3f/Sema4a/Sema4b/Sema4c/Sema4d/Sema5a/Sema5b/Sema6a/Sema6b/Sema6c/Sema7a/Zfp106/Slit2/Spp1/Stc1/Stc2/Tgfa/Tgfb1/Tgfb2/Tgfb3/Thbs4/Timp1/Tnf/Tnfsf11/Tnfsf12/Pglyrp1/Tnfsf8/Tnfsf9/Tnfsf10/Vegfa/Vegfb/Vegfc/Vip/Ccn5/Wnt10b/Wnt11/Wnt9b/Wnt2/Wnt4/Wnt5a/Wnt5b/Wnt7a/Wnt7b/Dand5/Gdf15/Grem1/Grem2/Ccl19/Tnfsf13b/Sema4g/Insl6/Hdgfl3/Apln/Angptl3/Ebi3/Tslp/Rabep1/Cd320/Dll4/Npff/Pdgfc/Cxcl13/Il17b/Fgf21/Clcf1/Pf4/Retn/Cxcl14/Crlf2/Ghrl/Nampt/Gmfb/Gmfg/Fgf23/Cxcl16/Nenf/C1qtnf12/Nts/C1qtnf4/Nmb/Cmtm3/Scgb3a1/Tnfsf13/Enho/Cmtm8/Metrn/Ly6g6e/Rabep2/Flrt3/Pdgfd/Osgin1/Manf/Cklf/Il34/Il33/Ntf5/Ecrg4/Il23a/Hamp/Tac4/Gpnmb/Wnt16/Hmgb2/Cmtm7/Cdc42ep2/Tafa5/Sema3d/Npy/Dgkq/Gpha2/Ucn2/Osgin2/Metrnl/Alkbh1/Nrg1/Sema6d/Efemp1/Wnt9a/Sema3g/Erfe/Cdnf/Cxcl17/Il17d/C1qtnf9/Retnlg/Spx/Tnfsf15/S100a7a/Fndc5/Flrt2/Prlh/Hspe1-rs1/Msmp/Nrg2	6	92	284	14272	3.2774035517452544
cLEC-Ag-high-model 1	GO:0005154	epidermal growth factor receptor binding	2/92	34/14272	0.02017129056016023	0.27541569803295696	0.2490786891031931	Tgfa/Grap	2	Areg/Arf4/Btc/Ms4a1/Cd44/Egf/Fer/Grb2/Hbegf/Itga5/Plscr2/Atxn2/Shc1/Sla/Sos1/Tgfa/Plscr1/Vav2/Yes1/Agr2/Tnk2/Snx1/Socs5/Vav3/Cnot9/Snx2/Snx4/Rnf126/Grap/Cblc/Ccdc88a/Efemp1/Lingo1/Nrg2	2	92	34	14272	9.12531969309463
cLEC-Ag-high-model 1	GO:0051539	4 iron, 4 sulfur cluster binding	2/92	40/14272	0.027357101585212113	0.29522566101317393	0.2669942968391937	Ndufs2/Elp3	2	Aco1/Aco2/Ercc2/Ndufv1/Nthl1/Pold1/Pole/Prim2/Rev3l/Abce1/Nubp1/Nubp2/Mocs1/Nfu1/Rsad2/Ireb2/Etfdh/Cdk5rap1/Ciao3/Sdhb/Cdkal1/Mutyh/Exo5/Elp3/Isca2/Ndufs7/Nubpl/Lias/Dpyd/Tyw1/Ciapin1/Ndufs8/Ndufs2/Ndufs1/Ppat/Brip1/Rsad1/Rtel1/Ddx11/Dna2	2	92	40	14272	7.756521739130435
cLEC-Ag-high-model 1	GO:0004866	endopeptidase inhibitor activity	3/92	106/14272	0.031063198210434635	0.29522566101317393	0.2669942968391937	Gas6/Aplp2/App	3	Ahsg/Prdx3/Birc3/Birc2/Xiap/Birc5/Aplp2/App/Serpinc1/Avp/Bcl2a1d/Bcl2l1/Birc6/Serping1/C3/Anxa2/Cast/Serpinh1/Col7a1/Csn2/Cst3/Cst7/Cstb/Ctla2b/Dpep1/Gapdh/Gas6/Itih2/Itih3/Itih4/Serpina3c/Ltf/Lxn/Mt3/Naip2/Naip5/Naip6/Ngf/Furin/Serpine1/Serpinb2/Serpinf2/Prnp/Rock1/Rps6ka1/Serpinf1/Slpi/Snca/Serpina1b/Serpina1e/Serpinb9b/Serpinb6b/Serpini1/Serpina3g/Serpina3n/Serpinb6a/Serpine2/Serpinb9/Serpinb5/Spink4/Spint1/Spint2/Spock1/Tfpi/Tfpi2/Timp1/Timp2/Timp3/Cd27/Vil1/Pebp1/Pttg1/Bin1/Crim1/Reck/Prdx5/Uchl5/Usp14/Serpinb1a/Wfdc2/Serpina12/Bst2/Spink2/Wfdc3/Serpina9/Spock3/Nol3/Serpinb6c/Tnfaip8/Arrb1/Timp4/Rps6ka3/Itih5/Col28a1/Wfikkn1/Serpina10/Psmf1/A2m/Cd109/Serpina3f/Ube2z/Serpinb1b/Spink10/Kng2/Serpina3i/Wfdc17	3	92	106	14272	4.3904840032813786
cLEC-Ag-high-model 1	GO:0051087	chaperone binding	3/92	107/14272	0.03181403507583179	0.29522566101317393	0.2669942968391937	H2-K1/App/Grn	3	Ahr/Birc2/Birc5/App/Atp1a1/Atp7a/Bag1/Bak1/Bax/Scarb2/Cdc25a/Cdc37/Cdkn1b/Cftr/Cp/Ctsc/Dnajc1/Fn1/Gnb5/Lrp2/Pdpn/Grn/H2-D1/H2-K1/Pfdn6/H2-M2/H2-Q10/H2-Q2/H2-Q4/H2-Q7/H2-T22/Hes1/Hspa8/Dnaja1/Dnajb3/Hspd1/Hspa2/Hspa9/Hspe1/Ksr1/Grpel1/Grpel2/Mapt/Ogdh/Prnp/Slc12a2/Slc25a17/Sod1/Stip1/Tert/Timm44/Tfrc/Trp53/Vwf/Amfr/Dnajb6/Dnajb9/Ubl4a/Bag3/Timm9/Timm10/Bin1/Sacs/Prkn/Dnlz/Dnajb5/Ptges3/Stub1/Dnaja2/Dnajb2/Dnaja4/Sdf2l1/Tsc1/Dnajc10/Dnajb4/Cdc37l1/Bag4/Erp29/Get4/Sugt1/Dnajb13/St13/Bag5/Usp13/Ptges3l/Syvn1/Tsacc/Dlst/Dnajb1/Lbr/Atp1a2/Hscb/Dnajc9/Fgb/H2-Q6/Bag2/Fnip1/Wrap53/Ahsa1/Ficd/H2-M5/Hspb6/Ahsa2/Fnip2/Rnf207/Hspe1-rs1/Dnajc3	3	92	107	14272	4.349451442503048
